transaction_id,investor_id,scheme_code,transaction_type,transaction_date,amount,nav_at_transaction,units
TXN810091,INV0134,120465,Switch Out,2023-06-15,2500,31.1884,80.158
TXN107704,INV0131,119364,SIP,2022-03-03,500,137.7882,3.6288
TXN213355,INV0124,120841,Purchase,2022-10-09,25000,155.6252,160.6424
TXN440930,INV0071,120841,SIP,2022-05-08,25000,186.0306,134.3865
TXN642421,INV0196,119092,Redemption,2019-08-21,1000,180.2535,5.5477
TXN792616,INV0082,119364,Redemption,2019-04-15,5000,173.1333,28.8795
TXN372028,INV0108,120465,Switch In,2023-05-10,2500,190.7845,13.1038
TXN842464,INV0147,119551,Redemption,2022-11-06,10000,121.3545,82.4032
TXN660605,INV0164,119092,Switch In,2023-01-08,25000,31.1764,801.8886
TXN986486,INV0044,118778,Switch Out,2021-01-11,2500,31.8792,78.421
TXN593649,INV0033,120841,SIP,2021-01-19,500,122.5886,4.0787
TXN193637,INV0057,125497,SIP,2021-07-03,25000,103.9963,240.3932
TXN926372,INV0085,120841,SIP,2021-12-03,5000,106.7117,46.8552
TXN586288,INV0031,119364,Switch In,2019-08-08,2500,98.0688,25.4923
TXN750803,INV0019,119364,Switch In,2021-03-07,10000,186.0134,53.7596
TXN813763,INV0098,118778,Switch Out,2022-05-07,500,91.059,5.4909
TXN995735,INV0039,118989,Redemption,2021-03-31,500,175.5586,2.8481
TXN697062,INV0118,125497,Redemption,2022-07-19,5000,183.487,27.2499
TXN184736,INV0125,118632,SIP,2020-12-25,50000,114.9153,435.1031
TXN160831,INV0002,125497,Switch In,2022-01-25,25000,105.9795,235.8947
TXN911117,INV0044,119092,Switch Out,2020-10-10,50000,159.3735,313.7284
TXN900660,INV0200,120465,Purchase,2020-06-14,50000,150.3552,332.5459
TXN764259,INV0110,119364,Switch In,2023-10-24,5000,85.851,58.2404
TXN104895,INV0010,120465,Switch Out,2021-03-27,5000,47.4332,105.4114
TXN437864,INV0194,125497,Switch Out,2021-02-19,500,75.0249,6.6645
TXN104324,INV0161,119551,Redemption,2021-07-15,25000,52.2748,478.2419
TXN235193,INV0027,125497,Switch In,2024-08-23,2500,80.1045,31.2092
TXN275133,INV0017,119364,Purchase,2022-05-06,2500,74.5097,33.5527
TXN863187,INV0134,120841,Switch Out,2024-11-16,5000,138.4109,36.1243
TXN820141,INV0035,125497,SIP,2024-06-30,5000,192.2643,26.0059
TXN297579,INV0043,125497,Switch In,2019-03-20,50000,146.5764,341.119
TXN862491,INV0034,119092,Redemption,2019-03-31,1000,187.5304,5.3325
TXN277193,INV0032,119364,SIP,2019-06-03,10000,163.3025,61.236
TXN368214,INV0198,118989,Switch Out,2019-07-19,25000,153.7392,162.613
TXN794125,INV0028,119364,Purchase,2019-07-17,500,100.3905,4.9806
TXN565897,INV0098,120503,Purchase,2021-11-01,5000,85.2151,58.675
TXN260565,INV0053,120465,Purchase,2022-05-18,25000,173.8672,143.7879
TXN205885,INV0170,118989,Switch Out,2022-01-10,25000,183.9168,135.931
TXN834764,INV0036,119364,Switch In,2020-03-05,10000,106.82,93.6154
TXN747703,INV0031,118778,SIP,2020-04-11,25000,31.5407,792.6267
TXN308296,INV0156,120503,Redemption,2021-12-13,5000,164.7303,30.3526
TXN475308,INV0181,118778,Switch In,2022-04-24,1000,78.4617,12.7451
TXN674765,INV0128,118632,Redemption,2024-05-22,500,31.6809,15.7824
TXN102871,INV0004,125497,Purchase,2020-03-28,1000,166.8481,5.9935
TXN618105,INV0039,119364,Purchase,2024-09-26,25000,117.9604,211.9355
TXN858724,INV0026,120503,SIP,2021-08-04,25000,146.4858,170.665
TXN376955,INV0119,120465,Purchase,2020-02-13,2500,185.4973,13.4773
TXN141360,INV0075,118632,SIP,2022-07-04,50000,121.9996,409.8374
TXN221531,INV0025,118989,Purchase,2019-02-09,25000,115.543,216.3697
TXN778636,INV0044,118632,SIP,2023-01-04,25000,79.4126,314.8115
TXN381342,INV0188,120465,Purchase,2023-03-07,10000,81.883,122.1255
TXN219361,INV0103,125497,Switch In,2024-02-13,1000,165.4122,6.0455
TXN504452,INV0177,120841,Switch In,2023-09-24,50000,106.335,470.2121
TXN238948,INV0179,118632,Purchase,2020-10-14,500,57.7995,8.6506
TXN719446,INV0124,120503,Switch Out,2023-11-30,5000,46.0699,108.5307
TXN498197,INV0200,118632,SIP,2019-04-29,10000,110.3964,90.5827
TXN611833,INV0029,118632,Switch In,2023-12-11,5000,109.0424,45.8537
TXN374320,INV0168,119551,SIP,2019-02-20,500,141.0879,3.5439
TXN879746,INV0148,118778,Switch Out,2021-07-06,50000,110.0815,454.2089
TXN648513,INV0177,125497,Switch Out,2020-01-26,10000,54.3909,183.8543
TXN861949,INV0064,118989,Switch In,2022-11-17,25000,116.3265,214.9123
TXN979789,INV0143,118989,Switch Out,2019-08-12,1000,184.1542,5.4302
TXN264550,INV0130,119551,Switch In,2024-07-23,25000,57.105,437.79
TXN887931,INV0126,118632,SIP,2021-09-13,500,147.2583,3.3954
TXN152796,INV0130,125497,Redemption,2023-03-31,2500,130.9561,19.0904
TXN346415,INV0021,118989,Switch In,2023-12-25,50000,157.2596,317.9456
TXN192295,INV0128,119364,Switch In,2022-07-18,5000,55.602,89.9248
TXN881439,INV0168,120503,Purchase,2020-02-25,5000,190.0729,26.3057
TXN137572,INV0143,118989,Switch Out,2019-01-01,5000,135.5643,36.8829
TXN733553,INV0159,120503,SIP,2024-09-13,50000,174.0021,287.3529
TXN786393,INV0172,118778,Switch In,2022-10-28,1000,71.9231,13.9037
TXN156911,INV0058,125497,Switch In,2022-09-21,50000,155.7002,321.13
TXN749863,INV0154,118778,Switch In,2023-01-28,50000,162.7752,307.1721
TXN202170,INV0195,120465,Redemption,2019-01-09,500,97.564,5.1248
TXN970196,INV0163,125497,SIP,2024-11-08,2500,95.2721,26.2406
TXN211486,INV0012,125497,Redemption,2024-07-09,25000,141.8254,176.2731
TXN851678,INV0191,118632,Switch In,2020-03-14,50000,45.8793,1089.8161
TXN305438,INV0049,120841,Purchase,2023-05-29,10000,155.0561,64.4928
TXN964607,INV0049,119092,SIP,2020-03-17,5000,37.2907,134.0817
TXN764000,INV0173,118989,Switch Out,2020-05-19,500,62.4004,8.0128
TXN790441,INV0151,120465,Switch Out,2020-07-05,5000,142.9044,34.9884
TXN656127,INV0189,120465,Purchase,2023-11-08,500,46.715,10.7032
TXN633025,INV0200,119364,Redemption,2020-12-12,5000,195.2132,25.613
TXN506224,INV0169,118632,Switch Out,2022-08-11,500,177.6274,2.8149
TXN539001,INV0156,118778,Redemption,2022-01-25,5000,136.4714,36.6377
TXN408463,INV0116,118989,Redemption,2020-07-19,2500,169.2398,14.7719
TXN834018,INV0192,118989,Switch Out,2022-05-09,10000,180.8886,55.2826
TXN429159,INV0183,118778,Switch Out,2021-06-09,50000,74.1109,674.6646
TXN754487,INV0183,119092,SIP,2022-11-15,1000,174.4,5.7339
TXN781664,INV0046,118632,Switch Out,2022-08-13,25000,63.1149,396.103
TXN469348,INV0144,120503,Switch In,2023-09-06,50000,100.2682,498.6626
TXN988459,INV0109,118778,Purchase,2024-11-11,2500,124.9041,20.0154
TXN499371,INV0038,120503,Purchase,2019-08-20,500,151.3615,3.3033
TXN886626,INV0042,119092,SIP,2021-10-23,2500,35.124,71.1764
TXN165046,INV0177,118632,SIP,2021-04-15,50000,79.3866,629.8292
TXN476105,INV0116,118778,Purchase,2021-07-07,500,133.4482,3.7468
TXN349136,INV0131,118778,SIP,2019-07-12,5000,90.7527,55.0948
TXN536801,INV0176,118989,SIP,2019-08-09,5000,161.7543,30.9111
TXN363550,INV0052,119551,Switch Out,2023-12-20,25000,140.7809,177.5809
TXN838857,INV0182,119092,SIP,2021-03-15,25000,69.8482,357.919
TXN570616,INV0046,119092,Purchase,2021-02-04,2500,54.8079,45.6139
TXN638807,INV0031,118632,Switch In,2019-06-16,25000,136.938,182.5644
TXN683635,INV0068,118989,Redemption,2020-10-21,2500,106.5794,23.4567
TXN367403,INV0002,119364,SIP,2024-03-25,50000,58.7227,851.4595
TXN261169,INV0083,118632,Switch Out,2019-07-28,500,85.4836,5.8491
TXN794042,INV0078,119364,Switch In,2023-01-06,50000,81.5179,613.3622
TXN842057,INV0082,120503,Switch Out,2021-06-19,50000,48.3824,1033.4336
TXN171488,INV0130,118632,Redemption,2023-08-31,10000,122.9745,81.3177
TXN523013,INV0024,118778,SIP,2021-06-25,10000,159.8203,62.5703
TXN448005,INV0085,119092,SIP,2022-04-17,25000,127.8294,195.5732
TXN748314,INV0136,119092,Switch In,2019-02-06,50000,170.4695,293.3076
TXN462814,INV0115,120503,Redemption,2021-09-25,25000,51.6867,483.6834
TXN436526,INV0098,119551,Purchase,2023-04-30,25000,104.054,240.2599
TXN859143,INV0073,120841,Purchase,2024-10-18,10000,133.6006,74.85
TXN941814,INV0131,125497,Switch In,2024-06-16,10000,144.9203,69.0034
TXN783176,INV0050,119551,SIP,2024-10-05,2500,148.2837,16.8596
TXN275526,INV0198,120503,Switch Out,2024-12-24,500,153.9241,3.2484
TXN168652,INV0054,119551,Redemption,2023-10-04,25000,140.7431,177.6286
TXN663876,INV0180,120503,Switch In,2019-10-23,1000,46.0188,21.7302
TXN581532,INV0184,118632,SIP,2019-06-05,500,148.202,3.3738
TXN156904,INV0046,120503,SIP,2019-10-16,500,153.2131,3.2634
TXN338703,INV0067,119364,Switch In,2023-05-09,50000,198.8916,251.3932
TXN524094,INV0111,120465,SIP,2019-03-11,25000,147.8716,169.0656
TXN224052,INV0137,118989,Purchase,2019-09-17,25000,146.7612,170.3448
TXN834928,INV0019,119364,SIP,2024-08-21,500,117.5183,4.2547
TXN925115,INV0176,120503,SIP,2019-12-21,2500,177.5469,14.0808
TXN558936,INV0098,120841,Switch In,2019-05-07,50000,199.4619,250.6744
TXN659381,INV0057,120465,Redemption,2023-05-21,1000,162.4376,6.1562
TXN764845,INV0037,118778,SIP,2023-03-09,2500,134.1251,18.6393
TXN682032,INV0037,119551,Purchase,2019-06-21,10000,43.4223,230.2964
TXN725637,INV0101,119551,Switch Out,2019-12-15,10000,153.5457,65.1272
TXN884645,INV0190,120841,SIP,2021-05-17,1000,150.4555,6.6465
TXN992819,INV0132,118989,Redemption,2020-10-21,25000,161.8466,154.4673
TXN746850,INV0065,118632,Redemption,2020-04-14,1000,51.1744,19.541
TXN938504,INV0146,118632,Purchase,2024-03-04,25000,141.1345,177.136
TXN404771,INV0172,118778,Purchase,2021-10-23,500,80.2731,6.2287
TXN860835,INV0149,120503,Switch In,2022-09-17,1000,159.2461,6.2796
TXN803904,INV0168,125497,Redemption,2020-02-14,1000,70.8636,14.1116
TXN173199,INV0050,120841,SIP,2024-06-13,10000,146.2764,68.3637
TXN746281,INV0169,120465,SIP,2020-09-16,2500,80.1488,31.192
TXN482199,INV0081,119364,Switch In,2020-11-21,10000,31.529,317.1683
TXN358133,INV0057,119551,Switch In,2022-02-07,2500,137.6708,18.1593
TXN812591,INV0188,125497,SIP,2024-05-19,1000,49.2557,20.3022
TXN476167,INV0199,120465,SIP,2024-06-17,5000,142.0796,35.1915
TXN284308,INV0166,118778,Switch Out,2019-12-02,500,187.3536,2.6688
TXN966589,INV0036,120841,Switch Out,2021-03-15,50000,194.7718,256.7107
TXN757057,INV0020,120841,Purchase,2019-03-18,25000,70.1069,356.5983
TXN132709,INV0149,118778,Switch Out,2023-07-18,25000,167.573,149.1887
TXN138436,INV0142,119364,SIP,2024-04-17,1000,90.1041,11.0983
TXN511564,INV0058,118632,Switch Out,2022-04-06,2500,183.0777,13.6554
TXN625465,INV0131,118632,Purchase,2023-06-14,5000,163.8732,30.5114
TXN111106,INV0170,125497,Redemption,2020-11-10,10000,42.5667,234.9254
TXN567896,INV0041,118778,Redemption,2020-08-21,1000,99.2133,10.0793
TXN142383,INV0057,120465,Switch In,2021-08-07,2500,87.344,28.6225
TXN487380,INV0060,120503,Purchase,2021-04-26,2500,163.4808,15.2923
TXN478799,INV0100,118778,Switch In,2024-02-06,50000,99.7486,501.2602
TXN780027,INV0083,119551,Purchase,2024-11-05,500,146.38,3.4158
TXN877948,INV0068,120841,Switch Out,2020-12-13,50000,132.414,377.6036
TXN496905,INV0094,118989,Switch Out,2019-11-15,25000,195.8586,127.6431
TXN494609,INV0058,118778,Switch Out,2023-07-21,2500,189.4234,13.1979
TXN461792,INV0125,125497,Switch In,2019-01-28,50000,102.7089,486.8127
TXN561267,INV0043,118778,Redemption,2019-11-12,1000,153.0083,6.5356
TXN394450,INV0055,118778,Redemption,2021-02-04,25000,171.0082,146.1918
TXN731264,INV0184,118632,Purchase,2021-08-01,2500,182.8106,13.6754
TXN446265,INV0185,118989,Purchase,2024-05-26,50000,41.5828,1202.4202
TXN320939,INV0152,120465,Redemption,2023-08-11,5000,81.3534,61.4602
TXN145240,INV0033,119551,Switch Out,2020-10-21,1000,84.4391,11.8429
TXN637544,INV0011,118632,Switch Out,2020-08-24,25000,103.8558,240.7184
TXN370804,INV0047,119551,Switch Out,2023-07-19,1000,58.775,17.014
TXN768595,INV0005,119364,SIP,2019-12-18,10000,114.355,87.447
TXN735988,INV0121,119092,Switch In,2020-11-29,5000,142.7464,35.0272
TXN530720,INV0154,119092,Redemption,2021-01-14,50000,114.5519,436.4834
TXN635617,INV0068,119364,Redemption,2022-11-04,25000,143.1848,174.5995
TXN719284,INV0018,120465,Redemption,2023-03-30,10000,41.2951,242.1595
TXN213844,INV0005,118989,Redemption,2024-11-11,1000,178.9178,5.5892
TXN540186,INV0039,118778,Switch Out,2020-01-30,25000,189.6418,131.8275
TXN744610,INV0154,118632,Purchase,2024-12-16,5000,135.0443,37.0249
TXN223224,INV0024,118778,Switch In,2020-06-17,50000,179.8365,278.0303
TXN967719,INV0001,119364,Switch In,2024-11-08,10000,52.3458,191.0373
TXN145548,INV0179,118989,Switch Out,2023-10-24,2500,165.5663,15.0997
TXN605543,INV0197,119092,Switch In,2022-12-06,50000,50.2552,994.9219
TXN877407,INV0195,119364,Switch Out,2020-02-05,50000,99.3617,503.212
TXN366881,INV0123,118989,Redemption,2019-12-10,1000,85.0492,11.7579
TXN670143,INV0105,120841,SIP,2021-02-13,10000,129.5506,77.1899
TXN879769,INV0002,119551,Switch Out,2024-11-10,25000,81.2575,307.6639
TXN107543,INV0097,120503,Redemption,2022-07-17,10000,138.3433,72.2839
TXN211760,INV0040,118989,Switch In,2021-11-04,2500,92.4558,27.0399
TXN662146,INV0109,120841,Switch Out,2023-02-06,50000,176.3344,283.5522
TXN813666,INV0102,119364,Redemption,2023-08-20,2500,137.7603,18.1475
TXN684646,INV0124,118778,Redemption,2023-02-25,50000,66.6007,750.7429
TXN607259,INV0065,118778,SIP,2022-11-11,10000,87.142,114.7552
TXN244775,INV0169,118989,Purchase,2021-07-30,25000,174.0616,143.6273
TXN833281,INV0042,120465,Purchase,2021-05-28,50000,95.7016,522.4573
TXN924265,INV0087,118778,Switch Out,2019-08-02,5000,121.0858,41.293
TXN766764,INV0002,118632,Purchase,2020-08-18,5000,140.3201,35.6328
TXN556526,INV0023,120465,Purchase,2021-12-13,10000,89.1276,112.1987
TXN183927,INV0156,119092,Purchase,2023-04-24,2500,79.9764,31.2592
TXN788049,INV0134,118989,SIP,2019-08-24,10000,110.7933,90.2582
TXN618382,INV0113,118632,Purchase,2021-04-06,25000,66.5298,375.7715
TXN304206,INV0009,118778,Switch Out,2024-09-22,2500,78.3158,31.922
TXN342924,INV0158,118778,Redemption,2019-05-28,25000,40.5533,616.4726
TXN786837,INV0001,125497,Redemption,2019-12-22,1000,81.6749,12.2437
TXN518836,INV0091,120841,Switch In,2023-07-19,50000,84.5197,591.5781
TXN642892,INV0004,119364,Purchase,2020-01-05,1000,193.5116,5.1676
TXN861411,INV0144,118778,Switch Out,2022-11-26,2500,130.2539,19.1933
TXN389939,INV0058,125497,Switch Out,2021-03-07,50000,163.855,305.1478
TXN702833,INV0002,120465,SIP,2020-12-17,5000,37.7141,132.5764
TXN211636,INV0144,118989,Purchase,2024-08-22,10000,48.1112,207.8518
TXN222692,INV0132,120841,SIP,2021-10-21,2500,168.4713,14.8393
TXN690525,INV0124,120465,Redemption,2022-10-23,5000,136.0034,36.7638
TXN583100,INV0151,120465,Purchase,2024-05-28,25000,62.4669,400.212
TXN170835,INV0098,120503,Redemption,2021-07-30,2500,98.8152,25.2998
TXN470248,INV0133,125497,Switch Out,2019-02-09,5000,121.5743,41.1271
TXN401244,INV0024,120841,Switch In,2022-11-01,1000,173.4137,5.7666
TXN287155,INV0122,120503,SIP,2022-12-19,10000,40.27,248.3238
TXN382146,INV0047,119092,Redemption,2024-08-05,10000,131.4428,76.0787
TXN871153,INV0062,119092,SIP,2021-04-26,1000,151.8961,6.5834
TXN975498,INV0064,119092,Switch Out,2022-12-29,1000,196.2416,5.0958
TXN211871,INV0031,118632,Purchase,2024-07-10,50000,167.2172,299.0123
TXN901368,INV0139,119364,Purchase,2024-05-29,500,76.9586,6.497
TXN430738,INV0127,125497,Switch Out,2022-01-30,10000,150.6285,66.3885
TXN901387,INV0131,120465,SIP,2023-06-18,1000,159.7572,6.2595
TXN704677,INV0033,119092,Purchase,2024-11-23,50000,154.055,324.5594
TXN667036,INV0009,118989,Switch Out,2022-11-23,5000,169.4245,29.5117
TXN819678,INV0199,118989,Redemption,2024-02-16,50000,183.6341,272.2806
TXN643377,INV0118,120503,SIP,2019-02-04,25000,46.7331,534.9527
TXN320989,INV0098,119551,Switch Out,2020-02-17,25000,47.8099,522.9043
TXN742544,INV0067,125497,Redemption,2021-12-12,2500,165.388,15.116
TXN594241,INV0157,119092,SIP,2023-02-07,2500,72.9033,34.292
TXN544536,INV0054,118632,Switch In,2023-03-05,5000,39.952,125.1502
TXN520051,INV0072,125497,Switch In,2021-01-06,50000,98.209,509.1183
TXN703867,INV0176,119364,Redemption,2020-02-14,1000,169.3791,5.9039
TXN347259,INV0143,120841,Switch In,2023-04-10,50000,51.5161,970.5704
TXN938900,INV0190,119092,Redemption,2024-04-21,1000,144.2131,6.9342
TXN541996,INV0128,119551,Redemption,2024-10-18,1000,30.6147,32.664
TXN431064,INV0125,118778,SIP,2021-10-24,25000,48.6554,513.8176
TXN695417,INV0013,118778,Switch In,2020-02-10,50000,89.6446,557.7581
TXN325933,INV0066,118632,Switch In,2020-01-30,500,44.2124,11.309
TXN450912,INV0067,120465,SIP,2023-01-15,25000,173.8033,143.8408
TXN949363,INV0066,118778,SIP,2019-03-23,10000,176.892,56.5317
TXN468145,INV0174,118989,Switch Out,2021-03-25,500,158.447,3.1556
TXN781433,INV0167,119364,Switch Out,2020-12-15,10000,71.2215,140.407
TXN440881,INV0173,120841,Switch Out,2024-06-19,2500,118.952,21.0169
TXN499581,INV0158,120465,SIP,2024-03-14,500,61.312,8.155
TXN275715,INV0164,118632,SIP,2023-09-24,50000,77.8173,642.5306
TXN524434,INV0019,119364,Purchase,2020-10-25,10000,117.7209,84.9467
TXN428709,INV0082,125497,SIP,2021-12-31,1000,154.9523,6.4536
TXN514664,INV0070,119364,Switch In,2023-01-27,25000,46.0912,542.4029
TXN572161,INV0106,119364,Redemption,2021-01-23,10000,80.4384,124.3187
TXN863124,INV0061,119551,SIP,2019-11-24,1000,187.5256,5.3326
TXN516332,INV0027,119092,Purchase,2019-09-19,1000,102.951,9.7134
TXN156440,INV0007,120465,Switch In,2024-11-16,10000,189.6078,52.7404
TXN375201,INV0159,120503,Redemption,2019-12-12,500,198.5381,2.5184
TXN340497,INV0064,118989,SIP,2023-12-21,2500,119.5322,20.9149
TXN652329,INV0044,118632,Purchase,2019-05-24,1000,78.9675,12.6634
TXN440998,INV0122,125497,Switch In,2022-01-20,50000,164.4321,304.0769
TXN241678,INV0179,118778,Switch Out,2020-12-26,5000,57.0828,87.5921
TXN578720,INV0162,119364,Switch Out,2023-11-17,10000,72.848,137.2721
TXN770593,INV0137,118778,SIP,2022-11-23,25000,163.4296,152.9711
TXN338161,INV0023,120465,Switch In,2022-06-15,10000,103.7198,96.4136
TXN372427,INV0040,125497,SIP,2019-02-13,5000,64.2614,77.8072
TXN954987,INV0195,119551,Redemption,2022-11-09,10000,140.6914,71.0775
TXN661091,INV0003,120841,Switch In,2024-05-08,5000,154.5695,32.3479
TXN903072,INV0111,120841,SIP,2021-08-05,500,51.2621,9.7538
TXN491794,INV0049,119551,Switch In,2023-11-26,10000,77.0866,129.7242
TXN271200,INV0184,118989,Switch In,2023-03-30,1000,67.617,14.7892
TXN183057,INV0109,119092,Redemption,2024-10-17,2500,94.5753,26.434
TXN827632,INV0176,119364,SIP,2022-03-12,50000,159.7856,312.9193
TXN381880,INV0106,118778,Redemption,2019-10-08,50000,151.3304,330.4029
TXN403662,INV0029,118632,Switch In,2024-01-29,1000,142.6291,7.0112
TXN753004,INV0126,120841,Redemption,2022-08-06,25000,31.0685,804.6735
TXN152042,INV0137,119551,Purchase,2021-01-31,1000,54.1644,18.4623
TXN382271,INV0033,120503,Switch In,2019-02-03,2500,67.9606,36.786
TXN258003,INV0004,119092,Switch In,2021-06-08,500,76.2325,6.5589
TXN426711,INV0128,125497,SIP,2024-03-14,5000,54.8925,91.0871
TXN184120,INV0193,119551,Redemption,2019-08-18,2500,99.7536,25.0618
TXN511484,INV0019,120841,Switch Out,2024-04-09,50000,42.7807,1168.7513
TXN982417,INV0065,118632,Switch In,2019-02-21,1000,157.5038,6.3491
TXN849398,INV0064,120503,Switch In,2023-12-20,50000,163.9125,305.0408
TXN135138,INV0051,119092,Switch In,2020-01-20,25000,127.6253,195.8859
TXN318572,INV0122,118778,Switch In,2022-07-02,25000,45.2498,552.4886
TXN759726,INV0187,125497,Purchase,2024-11-03,1000,181.3141,5.5153
TXN604605,INV0164,120503,SIP,2021-03-24,2500,194.1581,12.8761
TXN799080,INV0056,125497,Purchase,2021-08-24,500,64.4018,7.7638
TXN115799,INV0043,118989,SIP,2020-05-05,2500,149.7888,16.6902
TXN354897,INV0003,118989,Purchase,2024-04-30,50000,173.1296,288.801
TXN489439,INV0198,119364,Purchase,2021-10-15,1000,121.7734,8.212
TXN195841,INV0176,118632,Switch Out,2022-10-18,5000,84.9649,58.8478
TXN472787,INV0166,119551,Redemption,2020-03-15,500,111.355,4.4901
TXN343977,INV0082,118632,Switch Out,2022-11-23,5000,117.0857,42.7038
TXN302338,INV0006,120465,Switch In,2023-01-07,25000,98.1083,254.8204
TXN141406,INV0125,118632,Switch In,2022-04-22,2500,188.0732,13.2927
TXN613898,INV0049,118778,Switch Out,2021-02-03,25000,156.4601,159.7851
TXN439403,INV0188,118778,Switch In,2022-02-01,2500,71.0213,35.2007
TXN681456,INV0042,119364,Purchase,2024-12-15,50000,129.5447,385.9672
TXN410035,INV0068,118632,Switch Out,2023-02-12,5000,147.0772,33.9958
TXN913608,INV0164,120465,Switch Out,2023-04-02,500,53.8266,9.2891
TXN749838,INV0094,118632,Switch Out,2021-09-05,500,90.9324,5.4986
TXN166418,INV0169,125497,Switch Out,2023-05-07,25000,183.9432,135.9115
TXN816412,INV0128,119092,Switch Out,2020-09-23,10000,126.4194,79.1018
TXN438270,INV0105,119364,SIP,2020-03-28,2500,66.8896,37.375
TXN790897,INV0018,120503,Purchase,2020-06-15,10000,50.8734,196.5664
TXN132792,INV0052,118632,Purchase,2024-06-11,50000,118.0986,423.375
TXN133362,INV0147,119092,Switch In,2024-06-29,500,123.1066,4.0615
TXN835381,INV0152,118778,SIP,2019-07-21,10000,86.8505,115.1404
TXN735388,INV0184,125497,Purchase,2019-02-23,1000,137.1707,7.2902
TXN615276,INV0021,119092,Switch In,2019-09-06,25000,41.6764,599.8599
TXN879592,INV0107,125497,SIP,2019-08-27,10000,54.6737,182.9033
TXN654718,INV0011,119364,Purchase,2022-05-29,2500,122.8665,20.3473
TXN644719,INV0025,120503,Purchase,2021-08-04,1000,40.5087,24.6861
TXN298663,INV0050,118778,Switch Out,2021-10-15,5000,179.7545,27.8157
TXN287588,INV0143,119364,Switch Out,2023-08-28,25000,54.1649,461.5535
TXN769646,INV0148,120503,SIP,2024-02-22,50000,144.5664,345.8618
TXN274912,INV0047,118989,Switch Out,2023-07-03,500,96.5046,5.1811
TXN789472,INV0041,118778,Switch Out,2023-12-20,2500,97.9639,25.5196
TXN676802,INV0084,125497,SIP,2023-08-16,2500,160.0312,15.622
TXN861127,INV0083,118989,Switch Out,2021-09-12,50000,114.9086,435.1284
TXN324319,INV0097,119364,Switch Out,2021-11-06,10000,153.3614,65.2055
TXN569237,INV0102,125497,Purchase,2019-05-22,5000,115.8825,43.1472
TXN117094,INV0133,120841,Redemption,2022-05-21,10000,130.7939,76.4562
TXN332665,INV0055,119551,SIP,2019-03-30,2500,159.3215,15.6915
TXN636107,INV0143,120841,Switch Out,2020-09-25,10000,133.2425,75.0511
TXN582732,INV0092,120503,Redemption,2020-07-20,500,134.6546,3.7132
TXN710434,INV0064,120841,Redemption,2021-11-15,2500,164.1673,15.2284
TXN698199,INV0103,120841,Switch Out,2021-06-09,500,191.3448,2.6131
TXN440464,INV0124,120503,Redemption,2024-06-22,25000,94.0417,265.8395
TXN199996,INV0153,119364,SIP,2019-06-03,50000,128.1099,390.2899
TXN182289,INV0200,119364,Purchase,2022-10-01,5000,44.6664,111.941
TXN555401,INV0107,125497,Purchase,2021-07-17,50000,90.9967,549.4705
TXN764678,INV0200,119364,Switch In,2019-08-10,500,100.0484,4.9976
TXN143182,INV0082,120841,Switch Out,2020-09-04,10000,171.9903,58.1428
TXN831663,INV0057,125497,Redemption,2019-07-26,10000,117.2767,85.2684
TXN889410,INV0153,118989,Switch Out,2024-08-29,5000,154.2813,32.4083
TXN552917,INV0075,120503,Switch In,2020-08-29,1000,33.2313,30.0921
TXN186554,INV0122,118632,Switch Out,2019-07-21,2500,108.9638,22.9434
TXN375311,INV0022,118778,Switch In,2024-08-17,5000,183.224,27.289
TXN831770,INV0034,118989,Redemption,2024-05-23,50000,68.1334,733.8545
TXN611559,INV0102,118778,Switch Out,2021-03-14,1000,35.3588,28.2815
TXN871403,INV0135,118778,Redemption,2021-09-19,10000,103.6795,96.4511
TXN914504,INV0111,120503,SIP,2020-01-02,2500,149.7534,16.6941
TXN533672,INV0109,120503,SIP,2022-11-27,25000,107.2588,233.0811
TXN461260,INV0153,119092,Purchase,2022-06-02,2500,108.1963,23.1062
TXN746154,INV0114,118632,Switch Out,2020-08-20,2500,143.8669,17.3772
TXN957915,INV0060,120465,Redemption,2023-03-12,500,73.2461,6.8263
TXN863873,INV0022,118632,Purchase,2019-08-12,50000,157.8213,316.814
TXN254850,INV0074,119092,Purchase,2022-11-07,10000,56.0293,178.478
TXN571923,INV0121,120503,Purchase,2022-09-21,2500,97.2776,25.6996
TXN664139,INV0055,119092,Redemption,2024-11-13,25000,141.5214,176.6517
TXN606489,INV0160,120841,Redemption,2019-03-17,10000,170.8227,58.5402
TXN795759,INV0135,118989,Purchase,2021-11-12,10000,164.5603,60.768
TXN397809,INV0052,118632,Switch Out,2022-01-16,500,152.6866,3.2747
TXN786563,INV0003,119551,Purchase,2023-05-11,5000,91.0464,54.9171
TXN993473,INV0169,120841,SIP,2020-03-17,25000,50.7917,492.2064
TXN780956,INV0099,119551,Redemption,2023-04-09,2500,66.8618,37.3906
TXN204442,INV0081,118778,Switch In,2024-12-17,25000,177.0217,141.2256
TXN308535,INV0129,120503,Switch In,2019-03-30,1000,175.7463,5.69
TXN655132,INV0079,119551,SIP,2024-06-29,1000,191.7653,5.2147
TXN264631,INV0005,118989,SIP,2022-12-12,25000,42.9181,582.5048
TXN417012,INV0061,125497,Switch Out,2022-02-03,25000,121.2575,206.1728
TXN370196,INV0100,119551,Purchase,2022-02-21,25000,140.2761,178.22
